order_id,customer_id,product_id,product_name,product_category,price,quantity,order_date,payment_method,region,revenue,year,month,month_name,quarter,week,day_of_week,is_weekend,year_month,customer_segment
ORD000384,CUST01592,P0023,Air Fryer,Home & Kitchen,220.3,1,2025-08-03 19:08:00,Wallet,West,220.3,2025,8,Aug,3,31,Sunday,True,2025-08,Regular
ORD000385,CUST02202,P0042,Dumbbells,Sports,41.95,1,2025-12-22 20:59:00,Debit Card,Central,41.95,2025,12,Dec,4,52,Monday,False,2025-12,Regular
ORD000386,CUST00767,P0025,Toaster,Home & Kitchen,574.44,5,2025-06-11 14:39:00,Credit Card,East,2872.2,2025,6,Jun,2,24,Wednesday,False,2025-06,Occasional
ORD000387,CUST00800,P0029,Cushion,Home & Kitchen,511.46,1,2026-02-22 12:35:00,Wallet,West,511.46,2026,2,Feb,1,8,Sunday,True,2026-02,Regular
ORD000388,CUST01819,P0006,Camera,Electronics,1852.4,1,2025-09-08 05:05:00,Wallet,North,1852.4,2025,9,Sep,3,37,Monday,False,2025-09,Regular
ORD000389,CUST00134,P0003,Tablet,Electronics,1049.06,1,2025-05-21 07:34:00,Upi,South,1049.06,2025,5,May,2,21,Wednesday,False,2025-05,Regular
ORD000390,CUST02029,P0036,Cookbook,Books,52.72,2,2025-10-09 16:07:00,Wallet,North,105.44,2025,10,Oct,4,41,Thursday,False,2025-10,Regular
ORD000391,CUST01503,P0039,Science Book,Books,77.8,1,2025-10-05 01:48:00,Cod,West,77.8,2025,10,Oct,4,40,Sunday,True,2025-10,Regular
ORD000392,CUST00420,P0001,Laptop,Electronics,1777.85,1,2026-01-12 20:48:00,Debit Card,East,1777.85,2026,1,Jan,1,3,Monday,False,2026-01,Occasional
ORD000393,CUST01077,P0006,Camera,Electronics,1852.4,2,2025-06-28 02:28:00,Credit Card,South,3704.8,2025,6,Jun,2,26,Saturday,True,2025-06,Regular
ORD000394,CUST01437,P0032,Self-Help Book,Books,67.11,1,2025-12-30 19:40:00,Net Banking,South,67.11,2025,12,Dec,4,1,Tuesday,False,2025-12,One-Time
ORD000395,CUST00848,P0013,Jacket,Clothing,21.21,2,2026-02-17 01:36:00,Upi,Central,42.42,2026,2,Feb,1,8,Tuesday,False,2026-02,One-Time
ORD000396,CUST01326,P0040,History Book,Books,54.77,1,2025-12-27 09:18:00,Wallet,East,54.77,2025,12,Dec,4,52,Saturday,True,2025-12,Regular
ORD000397,CUST00391,P0035,Biography,Books,38.66,1,2025-03-11 13:58:00,Credit Card,East,38.66,2025,3,Mar,1,11,Tuesday,False,2025-03,Regular
ORD000398,CUST00544,P0044,Cycling Gloves,Sports,158.62,1,2025-05-08 04:45:00,Upi,South,158.62,2025,5,May,2,19,Thursday,False,2025-05,Regular
ORD000399,CUST02005,P0012,Jeans,Clothing,133.25,1,2025-03-14 18:40:00,Upi,West,133.25,2025,3,Mar,1,11,Friday,False,2025-03,Occasional
ORD000400,CUST00382,P0028,Lamp,Home & Kitchen,80.52,1,2025-07-26 16:47:00,Upi,East,80.52,2025,7,Jul,3,30,Saturday,True,2025-07,Occasional
ORD000401,CUST02384,P0032,Self-Help Book,Books,67.11,1,2025-01-02 23:05:00,Cod,West,67.11,2025,1,Jan,1,1,Thursday,False,2025-01,Loyal
ORD000402,CUST00260,P0040,History Book,Books,54.77,2,2026-02-12 17:25:00,Debit Card,West,109.54,2026,2,Feb,1,7,Thursday,False,2026-02,Regular
ORD000403,CUST01323,P0009,Keyboard,Electronics,1342.84,1,2025-05-26 10:35:00,Wallet,South,1342.84,2025,5,May,2,22,Monday,False,2025-05,One-Time
ORD000404,CUST01408,P0027,Curtains,Home & Kitchen,78.24,1,2025-12-16 01:02:00,Credit Card,West,78.24,2025,12,Dec,4,51,Tuesday,False,2025-12,Occasional
ORD000405,CUST01870,P0030,Cookware Set,Home & Kitchen,152.89,1,2025-01-01 13:12:00,Cod,South,152.89,2025,1,Jan,1,1,Wednesday,False,2025-01,Regular
ORD000406,CUST01123,P0017,Shorts,Clothing,66.58,2,2025-02-17 20:23:00,Upi,North,133.16,2025,2,Feb,1,8,Monday,False,2025-02,Regular
ORD000407,CUST00678,P0046,Football,Sports,131.51,2,2025-01-27 12:40:00,Upi,South,263.02,2025,1,Jan,1,5,Monday,False,2025-01,Regular
ORD000408,CUST00390,P0044,Cycling Gloves,Sports,158.62,1,2025-01-01 06:30:00,Credit Card,South,158.62,2025,1,Jan,1,1,Wednesday,False,2025-01,Regular
ORD000409,CUST01823,P0043,Running Shoes,Sports,129.16,2,2025-01-05 00:44:00,Upi,North,258.32,2025,1,Jan,1,1,Sunday,True,2025-01,Occasional
ORD000410,CUST00542,P0030,Cookware Set,Home & Kitchen,371.54,2,2025-09-02 02:14:00,Net Banking,North,743.08,2025,9,Sep,3,36,Tuesday,False,2025-09,Occasional
ORD000411,CUST01284,P0028,Lamp,Home & Kitchen,80.52,3,2025-07-08 09:08:00,Net Banking,South,241.56,2025,7,Jul,3,28,Tuesday,False,2025-07,Occasional
ORD000412,CUST00281,P0023,Air Fryer,Home & Kitchen,220.3,1,2025-09-29 18:00:00,Wallet,South,220.3,2025,9,Sep,3,40,Monday,False,2025-09,Regular
ORD000413,CUST00621,P0033,Textbook,Books,51.43,2,2025-07-30 19:43:00,Net Banking,South,102.86,2025,7,Jul,3,31,Wednesday,False,2025-07,Regular
ORD000414,CUST00505,P0038,Children's Book,Books,58.1,1,2025-10-29 23:24:00,Upi,West,58.1,2025,10,Oct,4,44,Wednesday,False,2025-10,Occasional
ORD000415,CUST01135,P0018,Formal Shirt,Clothing,152.89,2,2025-11-27 02:15:00,Wallet,Central,305.78,2025,11,Nov,4,48,Thursday,False,2025-11,Occasional
ORD000416,CUST00110,P0021,Blender,Home & Kitchen,487.54,1,2025-12-04 09:13:00,Wallet,Central,487.54,2025,12,Dec,4,49,Thursday,False,2025-12,Regular
ORD000417,CUST01211,P0033,Textbook,Books,51.43,1,2025-11-27 01:50:00,Debit Card,West,51.43,2025,11,Nov,4,48,Thursday,False,2025-11,Occasional
ORD000418,CUST02433,P0003,Tablet,Electronics,1049.06,1,2025-02-06 16:56:00,Credit Card,East,1049.06,2025,2,Feb,1,6,Thursday,False,2025-02,Regular
ORD000419,CUST02329,P0041,Yoga Mat,Sports,357.49,1,2025-08-04 11:34:00,Cod,South,357.49,2025,8,Aug,3,32,Monday,False,2025-08,Regular
ORD000420,CUST00299,P0037,Travel Guide,Books,75.18,1,2025-01-09 18:04:00,Credit Card,East,75.18,2025,1,Jan,1,2,Thursday,False,2025-01,Loyal
ORD000421,CUST01631,P0021,Blender,Home & Kitchen,487.54,1,2025-09-17 09:40:00,Cod,Central,487.54,2025,9,Sep,3,38,Wednesday,False,2025-09,Occasional
ORD000422,CUST01648,P0043,Running Shoes,Sports,129.16,1,2025-02-12 20:34:00,Wallet,Central,129.16,2025,2,Feb,1,7,Wednesday,False,2025-02,One-Time
ORD000423,CUST00324,P0018,Formal Shirt,Clothing,152.89,1,2025-09-19 06:51:00,Debit Card,Central,152.89,2025,9,Sep,3,38,Friday,False,2025-09,Regular
ORD000424,CUST00271,P0046,Football,Sports,131.51,2,2025-06-08 22:27:00,Cod,South,263.02,2025,6,Jun,2,23,Sunday,True,2025-06,Occasional
ORD000425,CUST01780,P0020,Cap,Clothing,16.52,1,2025-03-01 14:39:00,Wallet,North,16.52,2025,3,Mar,1,9,Saturday,True,2025-03,Regular
ORD000426,CUST00720,P0017,Shorts,Clothing,66.58,1,2025-03-03 00:45:00,Debit Card,North,66.58,2025,3,Mar,1,10,Monday,False,2025-03,Regular
ORD000427,CUST02143,P0023,Air Fryer,Home & Kitchen,220.3,1,2025-09-22 23:16:00,Debit Card,East,220.3,2025,9,Sep,3,39,Monday,False,2025-09,Occasional
ORD000428,CUST01101,P0009,Keyboard,Electronics,1342.84,1,2026-01-11 03:49:00,Credit Card,East,1342.84,2026,1,Jan,1,2,Sunday,True,2026-01,Occasional
ORD000429,CUST00262,P0006,Camera,Electronics,1852.4,1,2025-05-15 22:36:00,Cod,North,1852.4,2025,5,May,2,20,Thursday,False,2025-05,Occasional
ORD000430,CUST00228,P0048,Gym Bag,Sports,153.15,1,2025-09-13 18:10:00,Upi,South,153.15,2025,9,Sep,3,37,Saturday,True,2025-09,Occasional
ORD000431,CUST02351,P0002,Smartphone,Electronics,549.02,1,2025-12-12 23:07:00,Debit Card,Central,549.02,2025,12,Dec,4,50,Friday,False,2025-12,Occasional
ORD000432,CUST01491,P0018,Formal Shirt,Clothing,152.89,1,2025-07-16 04:11:00,Credit Card,Central,152.89,2025,7,Jul,3,29,Wednesday,False,2025-07,Occasional
ORD000433,CUST01718,P0036,Cookbook,Books,52.72,1,2025-04-25 10:15:00,Net Banking,East,52.72,2025,4,Apr,2,17,Friday,False,2025-04,Occasional
ORD000434,CUST01528,P0028,Lamp,Home & Kitchen,80.52,1,2025-03-03 16:43:00,Credit Card,South,80.52,2025,3,Mar,1,10,Monday,False,2025-03,Occasional
ORD000435,CUST00189,P0005,Smartwatch,Electronics,1971.94,1,2025-07-25 02:56:00,Net Banking,East,1971.94,2025,7,Jul,3,30,Friday,False,2025-07,Occasional
ORD000436,CUST00354,P0024,Vacuum,Home & Kitchen,114.25,2,2025-10-11 14:00:00,Upi,South,228.5,2025,10,Oct,4,41,Saturday,True,2025-10,Occasional
ORD000437,CUST00994,P0024,Vacuum,Home & Kitchen,114.25,1,2025-08-26 11:37:00,Net Banking,South,114.25,2025,8,Aug,3,35,Tuesday,False,2025-08,Regular
ORD000438,CUST01005,P0043,Running Shoes,Sports,129.16,1,2025-03-19 00:59:00,Net Banking,North,129.16,2025,3,Mar,1,12,Wednesday,False,2025-03,Occasional
ORD000439,CUST00040,P0024,Vacuum,Home & Kitchen,114.25,2,2025-06-21 00:48:00,Cod,West,228.5,2025,6,Jun,2,25,Saturday,True,2025-06,Regular
ORD000440,CUST00426,P0022,Coffee Maker,Home & Kitchen,425.73,1,2025-04-16 16:15:00,Net Banking,West,425.73,2025,4,Apr,2,16,Wednesday,False,2025-04,Regular
ORD000441,CUST00584,P0049,Protein Powder,Sports,324.49,1,2025-12-31 08:05:00,Credit Card,South,324.49,2025,12,Dec,4,1,Wednesday,False,2025-12,Occasional
ORD000442,CUST01526,P0016,Hoodie,Clothing,142.52,1,2025-08-23 23:05:00,Wallet,North,142.52,2025,8,Aug,3,34,Saturday,True,2025-08,Occasional
ORD000443,CUST01616,P0035,Biography,Books,38.66,2,2025-02-08 18:36:00,Credit Card,West,77.32,2025,2,Feb,1,6,Saturday,True,2025-02,Occasional
ORD000444,CUST01195,P0026,Bed Sheets,Home & Kitchen,218.21,1,2025-05-14 10:59:00,Net Banking,East,218.21,2025,5,May,2,20,Wednesday,False,2025-05,Occasional
ORD000445,CUST00306,P0041,Yoga Mat,Sports,357.49,1,2025-04-14 04:49:00,Wallet,North,357.49,2025,4,Apr,2,16,Monday,False,2025-04,Occasional
ORD000446,CUST01909,P0032,Self-Help Book,Books,67.11,1,2025-06-10 13:07:00,Wallet,East,67.11,2025,6,Jun,2,24,Tuesday,False,2025-06,Occasional
ORD000447,CUST01263,P0005,Smartwatch,Electronics,1971.94,1,2025-08-26 08:54:00,Credit Card,North,1971.94,2025,8,Aug,3,35,Tuesday,False,2025-08,Regular
ORD000448,CUST02472,P0035,Biography,Books,38.66,1,2025-01-21 06:53:00,Upi,South,38.66,2025,1,Jan,1,4,Tuesday,False,2025-01,Regular
ORD000449,CUST01458,P0031,Fiction Novel,Books,73.38,3,2025-07-22 16:03:00,Cod,East,220.14,2025,7,Jul,3,30,Tuesday,False,2025-07,Regular
ORD000450,CUST00128,P0048,Gym Bag,Sports,153.15,1,2025-07-27 14:35:00,Cod,Central,153.15,2025,7,Jul,3,30,Sunday,True,2025-07,Occasional
ORD000451,CUST00573,P0003,Tablet,Electronics,1049.06,1,2025-03-04 00:03:00,Debit Card,South,1049.06,2025,3,Mar,1,10,Tuesday,False,2025-03,Regular
ORD000452,CUST00345,P0019,Boots,Clothing,204.41,1,2025-10-26 18:16:00,Credit Card,North,204.41,2025,10,Oct,4,43,Sunday,True,2025-10,Occasional
ORD000453,CUST01817,P0011,T-Shirt,Clothing,66.16,1,2026-02-19 04:05:00,Upi,North,66.16,2026,2,Feb,1,8,Thursday,False,2026-02,Regular
ORD000454,CUST00689,P0018,Formal Shirt,Clothing,152.89,2,2025-10-21 13:52:00,Cod,West,305.78,2025,10,Oct,4,43,Tuesday,False,2025-10,Occasional
ORD000455,CUST01748,P0010,Mouse,Electronics,558.59,2,2025-03-30 11:13:00,Debit Card,East,1117.18,2025,3,Mar,1,13,Sunday,True,2025-03,Regular
ORD000456,CUST00142,P0003,Tablet,Electronics,1049.06,1,2025-11-11 19:39:00,Debit Card,East,1049.06,2025,11,Nov,4,46,Tuesday,False,2025-11,Regular
ORD000457,CUST01963,P0025,Toaster,Home & Kitchen,574.44,2,2025-02-01 02:17:00,Net Banking,South,1148.88,2025,2,Feb,1,5,Saturday,True,2025-02,Occasional
ORD000458,CUST02154,P0028,Lamp,Home & Kitchen,80.52,1,2025-05-08 20:51:00,Wallet,North,80.52,2025,5,May,2,19,Thursday,False,2025-05,Regular
ORD000459,CUST01471,P0033,Textbook,Books,51.43,1,2025-09-03 17:50:00,Net Banking,East,51.43,2025,9,Sep,3,36,Wednesday,False,2025-09,Occasional
ORD000460,CUST01591,P0030,Cookware Set,Home & Kitchen,371.54,1,2025-05-19 05:01:00,Upi,Central,371.54,2025,5,May,2,21,Monday,False,2025-05,Regular
ORD000461,CUST01151,P0034,Comic Book,Books,86.82,1,2025-01-30 15:33:00,Upi,Central,86.82,2025,1,Jan,1,5,Thursday,False,2025-01,Regular
ORD000462,CUST00411,P0022,Coffee Maker,Home & Kitchen,425.73,1,2025-05-07 21:15:00,Upi,Central,425.73,2025,5,May,2,19,Wednesday,False,2025-05,Regular
ORD000463,CUST00230,P0018,Formal Shirt,Clothing,152.89,1,2026-01-27 07:36:00,Net Banking,East,152.89,2026,1,Jan,1,5,Tuesday,False,2026-01,Regular
ORD000464,CUST00712,P0023,Air Fryer,Home & Kitchen,220.3,1,2025-04-01 07:37:00,Upi,East,220.3,2025,4,Apr,2,14,Tuesday,False,2025-04,Occasional
ORD000465,CUST01441,P0016,Hoodie,Clothing,142.52,3,2025-10-18 18:09:00,Wallet,South,427.56,2025,10,Oct,4,42,Saturday,True,2025-10,Regular
ORD000466,CUST02017,P0016,Hoodie,Clothing,142.52,1,2025-10-05 09:11:00,Net Banking,North,142.52,2025,10,Oct,4,40,Sunday,True,2025-10,Occasional
ORD000467,CUST00897,P0009,Keyboard,Electronics,1342.84,1,2025-01-11 16:30:00,Credit Card,East,1342.84,2025,1,Jan,1,2,Saturday,True,2025-01,Regular
ORD000468,CUST00535,P0010,Mouse,Electronics,558.59,1,2025-06-24 22:11:00,Upi,North,558.59,2025,6,Jun,2,26,Tuesday,False,2025-06,Regular
ORD000469,CUST00455,P0050,Jump Rope,Sports,152.89,1,2025-09-27 11:04:00,Upi,West,152.89,2025,9,Sep,3,39,Saturday,True,2025-09,Regular
ORD000470,CUST01322,P0030,Cookware Set,Home & Kitchen,371.54,1,2025-03-11 05:46:00,Net Banking,West,371.54,2025,3,Mar,1,11,Tuesday,False,2025-03,Occasional
ORD000471,CUST02302,P0005,Smartwatch,Electronics,1971.94,1,2025-12-22 19:50:00,Upi,South,1971.94,2025,12,Dec,4,52,Monday,False,2025-12,Occasional
ORD000472,CUST01550,P0045,Tennis Racket,Sports,58.22,1,2025-06-07 23:44:00,Upi,South,58.22,2025,6,Jun,2,23,Saturday,True,2025-06,One-Time
ORD000473,CUST02347,P0013,Jacket,Clothing,21.21,1,2025-07-20 18:02:00,Debit Card,Central,21.21,2025,7,Jul,3,29,Sunday,True,2025-07,Occasional
ORD000474,CUST00905,P0049,Protein Powder,Sports,324.49,2,2025-11-24 18:06:00,Net Banking,South,648.98,2025,11,Nov,4,48,Monday,False,2025-11,One-Time
ORD000475,CUST01421,P0027,Curtains,Home & Kitchen,78.24,1,2025-06-13 05:40:00,Credit Card,East,78.24,2025,6,Jun,2,24,Friday,False,2025-06,One-Time
ORD000476,CUST01023,P0005,Smartwatch,Electronics,1971.94,2,2025-12-21 02:22:00,Upi,North,3943.88,2025,12,Dec,4,51,Sunday,True,2025-12,Occasional
ORD000477,CUST01795,P0001,Laptop,Electronics,1777.85,2,2026-01-11 13:10:00,Net Banking,West,3555.7,2026,1,Jan,1,2,Sunday,True,2026-01,Occasional
ORD000478,CUST01538,P0041,Yoga Mat,Sports,357.49,2,2025-02-21 15:50:00,Wallet,South,714.98,2025,2,Feb,1,8,Friday,False,2025-02,Occasional
ORD000479,CUST00137,P0001,Laptop,Electronics,1777.85,2,2025-05-31 00:20:00,Upi,North,3555.7,2025,5,May,2,22,Saturday,True,2025-05,Regular
ORD000480,CUST01538,P0046,Football,Sports,131.51,1,2025-03-24 23:04:00,Wallet,North,131.51,2025,3,Mar,1,13,Monday,False,2025-03,Occasional
ORD000481,CUST01978,P0008,Monitor,Electronics,672.88,1,2025-12-27 00:27:00,Cod,South,672.88,2025,12,Dec,4,52,Saturday,True,2025-12,Occasional
ORD000482,CUST00220,P0046,Football,Sports,131.51,2,2025-02-21 10:13:00,Debit Card,West,263.02,2025,2,Feb,1,8,Friday,False,2025-02,Regular
ORD000483,CUST02213,P0048,Gym Bag,Sports,153.15,1,2025-05-16 21:18:00,Upi,South,153.15,2025,5,May,2,20,Friday,False,2025-05,Occasional
ORD000484,CUST02252,P0021,Blender,Home & Kitchen,487.54,1,2025-09-09 04:03:00,Upi,North,487.54,2025,9,Sep,3,37,Tuesday,False,2025-09,One-Time
ORD000485,CUST02459,P0041,Yoga Mat,Sports,357.49,1,2025-09-03 06:06:00,Credit Card,South,357.49,2025,9,Sep,3,36,Wednesday,False,2025-09,Occasional
ORD000486,CUST00336,P0024,Vacuum,Home & Kitchen,114.25,1,2025-08-31 03:19:00,Net Banking,West,114.25,2025,8,Aug,3,35,Sunday,True,2025-08,Regular
ORD000487,CUST00374,P0037,Travel Guide,Books,75.18,1,2025-11-25 17:24:00,Debit Card,East,75.18,2025,11,Nov,4,48,Tuesday,False,2025-11,Occasional
ORD000488,CUST01826,P0042,Dumbbells,Sports,41.95,1,2025-01-23 08:28:00,Net Banking,East,41.95,2025,1,Jan,1,4,Thursday,False,2025-01,Occasional
ORD000489,CUST00253,P0036,Cookbook,Books,52.72,1,2025-03-19 22:42:00,Credit Card,North,52.72,2025,3,Mar,1,12,Wednesday,False,2025-03,Occasional
ORD000490,CUST01696,P0004,Headphones,Electronics,945.42,3,2026-01-23 18:14:00,Wallet,North,2836.26,2026,1,Jan,1,4,Friday,False,2026-01,Regular
ORD000491,CUST01715,P0031,Fiction Novel,Books,73.38,1,2025-10-02 21:55:00,Net Banking,Central,73.38,2025,10,Oct,4,40,Thursday,False,2025-10,Regular
ORD000492,CUST00324,P0044,Cycling Gloves,Sports,158.62,1,2025-07-22 22:02:00,Wallet,Central,158.62,2025,7,Jul,3,30,Tuesday,False,2025-07,Regular
ORD000493,CUST00604,P0033,Textbook,Books,51.43,2,2025-03-03 14:11:00,Debit Card,South,102.86,2025,3,Mar,1,10,Monday,False,2025-03,Regular
ORD000494,CUST01735,P0047,Cricket Bat,Sports,68.38,2,2025-02-10 21:27:00,Debit Card,South,136.76,2025,2,Feb,1,7,Monday,False,2025-02,Regular
ORD000495,CUST00275,P0033,Textbook,Books,51.43,1,2025-02-14 12:35:00,Net Banking,Central,51.43,2025,2,Feb,1,7,Friday,False,2025-02,Regular
ORD000496,CUST01877,P0037,Travel Guide,Books,75.18,1,2025-01-07 22:39:00,Wallet,Central,75.18,2025,1,Jan,1,2,Tuesday,False,2025-01,Regular
ORD000497,CUST00613,P0049,Protein Powder,Sports,324.49,1,2025-03-17 18:37:00,Wallet,North,324.49,2025,3,Mar,1,12,Monday,False,2025-03,Occasional
ORD000498,CUST00414,P0029,Cushion,Home & Kitchen,511.46,2,2026-02-07 09:55:00,Wallet,East,1022.92,2026,2,Feb,1,6,Saturday,True,2026-02,Occasional
ORD000499,CUST01989,P0050,Jump Rope,Sports,194.75,1,2025-10-20 19:30:00,Credit Card,South,194.75,2025,10,Oct,4,43,Monday,False,2025-10,Occasional
ORD000500,CUST02494,P0008,Monitor,Electronics,672.88,1,2025-12-15 22:25:00,Credit Card,West,672.88,2025,12,Dec,4,51,Monday,False,2025-12,Occasional
ORD000501,CUST00974,P0012,Jeans,Clothing,133.25,1,2025-01-26 23:30:00,Upi,East,133.25,2025,1,Jan,1,4,Sunday,True,2025-01,Regular
ORD000502,CUST01149,P0047,Cricket Bat,Sports,152.89,1,2025-09-09 22:43:00,Credit Card,South,152.89,2025,9,Sep,3,37,Tuesday,False,2025-09,Occasional
ORD000503,CUST01815,P0024,Vacuum,Home & Kitchen,114.25,2,2026-02-01 10:17:00,Cod,West,228.5,2026,2,Feb,1,5,Sunday,True,2026-02,Regular
ORD000504,CUST01810,P0033,Textbook,Books,51.43,1,2025-04-19 13:47:00,Net Banking,Central,51.43,2025,4,Apr,2,16,Saturday,True,2025-04,Regular
ORD000505,CUST02111,P0044,Cycling Gloves,Sports,158.62,1,2026-02-10 05:04:00,Upi,Central,158.62,2026,2,Feb,1,7,Tuesday,False,2026-02,Regular
ORD000506,CUST02148,P0008,Monitor,Electronics,672.88,1,2025-10-19 00:11:00,Debit Card,South,672.88,2025,10,Oct,4,42,Sunday,True,2025-10,Occasional
ORD000507,CUST01870,P0020,Cap,Clothing,16.52,1,2025-01-26 11:45:00,Debit Card,East,16.52,2025,1,Jan,1,4,Sunday,True,2025-01,Regular
ORD000508,CUST01626,P0018,Formal Shirt,Clothing,152.89,1,2025-11-22 03:43:00,Credit Card,South,152.89,2025,11,Nov,4,47,Saturday,True,2025-11,Regular
ORD000509,CUST00728,P0031,Fiction Novel,Books,73.38,1,2025-08-31 18:35:00,Upi,East,73.38,2025,8,Aug,3,35,Sunday,True,2025-08,Regular
ORD000510,CUST00371,P0017,Shorts,Clothing,66.58,1,2025-05-26 00:24:00,Credit Card,South,66.58,2025,5,May,2,22,Monday,False,2025-05,Occasional
ORD000511,CUST00878,P0041,Yoga Mat,Sports,357.49,1,2025-04-24 20:14:00,Cod,South,357.49,2025,4,Apr,2,17,Thursday,False,2025-04,One-Time
ORD000512,CUST00083,P0043,Running Shoes,Sports,129.16,2,2026-02-04 21:00:00,Net Banking,South,258.32,2026,2,Feb,1,6,Wednesday,False,2026-02,Regular
ORD000513,CUST00035,P0003,Tablet,Electronics,1049.06,1,2025-04-25 08:38:00,Upi,East,1049.06,2025,4,Apr,2,17,Friday,False,2025-04,Regular
ORD000514,CUST01429,P0026,Bed Sheets,Home & Kitchen,218.21,1,2025-08-24 08:13:00,Net Banking,East,218.21,2025,8,Aug,3,34,Sunday,True,2025-08,Regular
ORD000515,CUST01627,P0034,Comic Book,Books,86.82,1,2025-10-27 03:00:00,Wallet,East,86.82,2025,10,Oct,4,44,Monday,False,2025-10,Regular
ORD000516,CUST01158,P0016,Hoodie,Clothing,142.52,2,2025-06-02 21:06:00,Net Banking,North,285.04,2025,6,Jun,2,23,Monday,False,2025-06,Occasional
ORD000517,CUST01332,P0025,Toaster,Home & Kitchen,574.44,3,2025-05-22 08:41:00,Cod,East,1723.32,2025,5,May,2,21,Thursday,False,2025-05,One-Time
ORD000518,CUST00985,P0012,Jeans,Clothing,133.25,1,2025-01-30 19:25:00,Cod,East,133.25,2025,1,Jan,1,5,Thursday,False,2025-01,Occasional
ORD000519,CUST02038,P0009,Keyboard,Electronics,1342.84,1,2025-06-01 08:58:00,Net Banking,West,1342.84,2025,6,Jun,2,22,Sunday,True,2025-06,Regular
ORD000520,CUST02344,P0036,Cookbook,Books,52.72,1,2026-02-22 06:21:00,Cod,South,52.72,2026,2,Feb,1,8,Sunday,True,2026-02,Occasional
ORD000521,CUST01949,P0017,Shorts,Clothing,66.58,2,2025-12-10 11:32:00,Upi,South,133.16,2025,12,Dec,4,50,Wednesday,False,2025-12,Occasional
ORD000522,CUST00742,P0003,Tablet,Electronics,1049.06,1,2025-05-31 03:30:00,Debit Card,East,1049.06,2025,5,May,2,22,Saturday,True,2025-05,Regular
ORD000523,CUST00750,P0040,History Book,Books,54.77,1,2025-12-15 10:41:00,Credit Card,South,54.77,2025,12,Dec,4,51,Monday,False,2025-12,Regular
ORD000524,CUST01258,P0039,Science Book,Books,77.8,1,2025-08-04 10:23:00,Upi,Central,77.8,2025,8,Aug,3,32,Monday,False,2025-08,Occasional
ORD000525,CUST01928,P0031,Fiction Novel,Books,73.38,1,2025-01-28 20:37:00,Wallet,Central,73.38,2025,1,Jan,1,5,Tuesday,False,2025-01,Occasional
ORD000526,CUST02050,P0040,History Book,Books,54.77,1,2025-03-03 21:24:00,Wallet,East,54.77,2025,3,Mar,1,10,Monday,False,2025-03,Regular
ORD000527,CUST00618,P0047,Cricket Bat,Sports,68.38,1,2025-03-12 06:21:00,Net Banking,Central,68.38,2025,3,Mar,1,11,Wednesday,False,2025-03,Regular
ORD000528,CUST00587,P0001,Laptop,Electronics,1777.85,1,2025-06-11 22:11:00,Credit Card,West,1777.85,2025,6,Jun,2,24,Wednesday,False,2025-06,Regular
ORD000529,CUST01284,P0009,Keyboard,Electronics,1342.84,2,2025-11-21 01:00:00,Net Banking,East,2685.68,2025,11,Nov,4,47,Friday,False,2025-11,Occasional
ORD000530,CUST02361,P0004,Headphones,Electronics,945.42,2,2026-01-27 05:31:00,Credit Card,South,1890.84,2026,1,Jan,1,5,Tuesday,False,2026-01,One-Time
ORD000531,CUST01653,P0035,Biography,Books,38.66,2,2025-08-08 15:24:00,Credit Card,North,77.32,2025,8,Aug,3,32,Friday,False,2025-08,Regular
ORD000532,CUST00058,P0049,Protein Powder,Sports,324.49,1,2025-06-14 16:12:00,Credit Card,North,324.49,2025,6,Jun,2,24,Saturday,True,2025-06,Regular
ORD000533,CUST01411,P0006,Camera,Electronics,1852.4,2,2025-06-09 04:06:00,Net Banking,Central,3704.8,2025,6,Jun,2,24,Monday,False,2025-06,Regular
ORD000534,CUST00188,P0025,Toaster,Home & Kitchen,574.44,1,2025-06-02 09:29:00,Cod,Central,574.44,2025,6,Jun,2,23,Monday,False,2025-06,Regular
ORD000535,CUST00549,P0026,Bed Sheets,Home & Kitchen,218.21,2,2025-06-25 15:22:00,Debit Card,South,436.42,2025,6,Jun,2,26,Wednesday,False,2025-06,Regular
ORD000536,CUST01653,P0018,Formal Shirt,Clothing,152.89,2,2025-01-10 07:14:00,Cod,South,305.78,2025,1,Jan,1,2,Friday,False,2025-01,Regular
ORD000537,CUST02067,P0031,Fiction Novel,Books,73.38,1,2025-03-28 03:23:00,Cod,North,73.38,2025,3,Mar,1,13,Friday,False,2025-03,Occasional
ORD000538,CUST02191,P0026,Bed Sheets,Home & Kitchen,218.21,1,2025-11-16 01:38:00,Credit Card,North,218.21,2025,11,Nov,4,46,Sunday,True,2025-11,Regular
ORD000539,CUST01708,P0009,Keyboard,Electronics,1342.84,1,2025-08-16 12:07:00,Wallet,East,1342.84,2025,8,Aug,3,33,Saturday,True,2025-08,Occasional
ORD000540,CUST00039,P0044,Cycling Gloves,Sports,158.62,3,2025-06-04 13:42:00,Credit Card,Central,475.86,2025,6,Jun,2,23,Wednesday,False,2025-06,One-Time
ORD000541,CUST00562,P0044,Cycling Gloves,Sports,158.62,1,2025-08-03 03:32:00,Cod,Central,158.62,2025,8,Aug,3,31,Sunday,True,2025-08,Regular
ORD000542,CUST00436,P0024,Vacuum,Home & Kitchen,114.25,1,2025-09-12 06:38:00,Debit Card,East,114.25,2025,9,Sep,3,37,Friday,False,2025-09,One-Time
